id;Watched date;Name;Year;Genre;Runtime;Female directed;Country;Rewatch?;Like?;Rating;Mean rating;Total likes;Total reviews
64;10/3/24;Past Lives;2023;Romance;116;True;South Korea;False;False;4,5;4,2;431135;320320
64;10/3/24;Past Lives;2023;Romance;116;True;USA;False;False;4,5;4,2;431135;320320
65;23/3/24;All of Us Strangers;2023;Romance;105;False;UK;False;False;5;4;150036;158559
65;23/3/24;All of Us Strangers;2023;Romance;105;False;USA;False;False;5;4;150036;158559
65;23/3/24;All of Us Strangers;2023;Drama;105;False;UK;False;False;5;4;150036;158559
65;23/3/24;All of Us Strangers;2023;Drama;105;False;USA;False;False;5;4;150036;158559
65;23/3/24;All of Us Strangers;2023;Fantasy;105;False;UK;False;False;5;4;150036;158559
65;23/3/24;All of Us Strangers;2023;Fantasy;105;False;USA;False;False;5;4;150036;158559
66;31/3/24;The Joy Luck Club;1993;Drama;139;False;USA;False;False;5;3,9;6372;3318
66;31/3/24;The Joy Luck Club;1993;Drama;139;False;China;False;False;5;3,9;6372;3318
67;1/4/24;One Life;2023;Drama;110;False;Australia;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;Drama;110;False;UK;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;Drama;110;False;USA;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;History;110;False;Australia;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;History;110;False;UK;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;History;110;False;USA;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;War;110;False;Australia;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;War;110;False;UK;False;False;4;3,6;13926;13051
67;1/4/24;One Life;2023;War;110;False;USA;False;False;4;3,6;13926;13051
68;1/4/24;The Deep End of the Ocean;1999;Mystery;106;False;USA;False;False;3;2,9;2909;3044
68;1/4/24;The Deep End of the Ocean;1999;Drama;106;False;USA;False;False;3;2,9;2909;3044
